vid,tmstmp,lat,lon,hdg,pid,rt,des,pdist,dly,tatripid,origtatripno,tablockid,zone,mode,psgld,stst,stsd,snapshot_ts,City
1052,20260203 04:34,41.95269012451172,-87.81111907958984,88,3084,80,Broadway,7342,False,88357666,273997693,80 -404,,1,,16170,2026-02-03,2026-02-03 10:32:44.189315+00:00,Chicago
1543,20260203 04:34,41.95351028442383,-87.73797463081978,88,5610,80,Broadway,18668,False,88354106,273997602,80 -405,,1,,15510,2026-02-03,2026-02-03 10:32:44.189315+00:00,Chicago
1627,20260203 04:34,41.95423126220703,-87.67803846086774,269,10811,80,Cumberland,7227,False,7,273997583,80 -402,,1,,16080,2026-02-03,2026-02-03 10:32:44.189315+00:00,Chicago
8351,20260203 04:34,41.95354843139648,-87.7405502319336,268,10811,80,Cumberland,24202,False,6,273997582,80 -401,,1,,14880,2026-02-03,2026-02-03 10:32:44.189315+00:00,Chicago
8364,20260203 04:34,41.96958,-87.76125333333333,54,16550,81,Wilson/Marine,0,False,1007528,273983572,81 -403,,1,,17100,2026-02-03,2026-02-03 10:32:44.189315+00:00,Chicago
1403,20260203 04:34,41.97000503540039,-87.76181030273438,340,16550,81,Wilson/Marine,0,False,1007528,273983598,81 -405,,1,,16260,2026-02-03,2026-02-03 10:32:44.189315+00:00,Chicago
8387,20260203 04:34,41.968605575561526,-87.6896159362793,92,16550,81,Wilson/Marine,20146,False,1007528,273983381,81 -402,,1,,15360,2026-02-03,2026-02-03 10:32:44.189315+00:00,Chicago
8740,20260203 04:34,41.968528747558594,-87.70042596861373,267,16551,81,Jefferson Park Blue Line,15042,False,1007530,273983378,81 -401,,1,,15480,2026-02-03,2026-02-03 10:32:44.189315+00:00,Chicago
1192,20260203 04:34,41.846221923828125,-87.7148946126302,56,1656,82,Devon/Kedzie,6478,False,165,273991440,82 -206,,1,,16080,2026-02-03,2026-02-03 10:32:44.189315+00:00,Chicago
8642,20260203 04:34,41.83702087402344,-87.7170181274414,192,1664,82,31st/Pulaski,16719,False,88415663,273991718,82 -208,,1,,15810,2026-02-03,2026-02-03 10:32:44.189315+00:00,Chicago
8320,20260203 04:34,41.836647033691406,-87.72601318359375,95,1664,82,31st/Pulaski,19226,True,88415662,273991716,82 -204,,1,,14940,2026-02-03,2026-02-03 10:32:44.189315+00:00,Chicago
8751,20260203 04:34,41.87347030639648,-87.71077728271484,359,28314,82,Devon/Kedzie,2477,False,88362363,273991659,82 -211,,1,,16290,2026-02-03,2026-02-03 10:32:44.189315+00:00,Chicago
8872,20260203 04:34,41.9023323059082,-87.71166229248047,4,28314,82,Devon/Kedzie,13138,False,88387134,273991684,82 -209,,1,,15840,2026-02-03,2026-02-03 10:32:44.189315+00:00,Chicago
8630,20260203 04:34,41.94973366477273,-87.71280670166016,359,28314,82,Devon/Kedzie,30459,False,88387135,273991683,82 -205,,1,,14940,2026-02-03,2026-02-03 10:32:44.189315+00:00,Chicago
8599,20260203 04:34,41.97025769822141,-87.7134186764981,358,28314,82,Devon/Kedzie,37938,False,88357942,273991657,82 -203,,1,,14460,2026-02-03,2026-02-03 10:32:44.189315+00:00,Chicago
1604,20260203 04:34,41.97774887084961,-87.7684326171875,182,7570,85,Harrison,3821,False,88357736,273997245,85 -406,,1,,16260,2026-02-03,2026-02-03 10:32:44.189315+00:00,Chicago
8361,20260203 04:34,41.94235947552849,-87.76663701674518,177,7570,85,Harrison,19360,False,88357735,273997244,85 -405,,1,,15570,2026-02-03,2026-02-03 10:32:44.189315+00:00,Chicago
1628,20260203 04:34,41.90390205383301,-87.76571655273438,178,7570,85,Harrison,33409,False,88357734,273997243,85 -404,,1,,14700,2026-02-03,2026-02-03 10:32:44.189315+00:00,Chicago
1355,20260203 04:34,41.87628002166748,-87.76471004486083,0,10943,85,Bryn Mawr,1402,False,88357632,273997333,85 -403,,1,,16380,2026-02-03,2026-02-03 10:32:44.189315+00:00,Chicago
1362,20260203 04:34,41.923828125,-87.7659912109375,2,10943,85,Bryn Mawr,18759,False,88357631,273997332,85 -402,,1,,15480,2026-02-03,2026-02-03 10:32:44.189315+00:00,Chicago
7981,20260203 04:34,41.95867928214695,-87.76718255747919,358,10943,85,Bryn Mawr,31471,False,2,273997331,85 -401,,1,,14580,2026-02-03,2026-02-03 10:32:44.189315+00:00,Chicago
1303,20260203 04:34,41.73685073852539,-87.59052484685725,88,5567,87,91st/Commercial,24788,False,88416887,273991926,87 -701,,1,,15360,2026-02-03,2026-02-03 10:32:44.189315+00:00,Chicago
1325,20260203 04:34,41.736698150634766,-87.601806640625,268,5569,87,Western,16810,False,88416887,273991726,87 -704,,1,,15660,2026-02-03,2026-02-03 10:32:44.189315+00:00,Chicago
1221,20260203 04:34,41.73623333333333,-87.67314666666667,176,5569,87,Western,36262,False,88416887,273991724,87 -702,,1,,14160,2026-02-03,2026-02-03 10:32:44.189315+00:00,Chicago
1004,20260203 04:34,41.730098724365234,-87.5496826171875,268,5570,87,Cicero,0,False,88416888,273991725,87 -703,,1,,16800,2026-02-03,2026-02-03 10:32:44.189315+00:00,Chicago
8378,20260203 04:34,41.93276042322959,-87.80655670166016,177,5917,90,Harlem Green Line,18510,False,1,273988592,90 -401,,1,,15600,2026-02-03,2026-02-03 10:32:44.189315+00:00,Chicago
1021,20260203 04:34,41.970061666666666,-87.76145333333334,298,2945,91,Roosevelt,0,False,22224537,273997428,91 -403,,1,,17070,2026-02-03,2026-02-03 10:32:44.189315+00:00,Chicago
1016,20260203 04:34,41.96618141011989,-87.77720999210439,180,2945,91,Roosevelt,5905,False,22224536,273997427,91 -402,,1,,16200,2026-02-03,2026-02-03 10:32:44.189315+00:00,Chicago
1063,20260203 04:34,41.91417762756348,-87.775390625,182,2945,91,Roosevelt,24886,False,22224532,273997426,91 -401,,1,,15300,2026-02-03,2026-02-03 10:32:44.189315+00:00,Chicago
1358,20260203 04:34,41.97579956054688,-87.70254306135506,89,16548,92,Berwyn Red Line,19570,False,1083961,273998796,92 -401,,1,,15540,2026-02-03,2026-02-03 10:32:44.189315+00:00,Chicago
8850,20260203 04:34,41.92966842651367,-87.70758819580078,178,29254,93,Davis Purple Line,0,False,1,273984907,93 -501,,1,,16500,2026-02-03,2026-02-03 10:32:44.189315+00:00,Chicago
8860,20260203 04:34,41.97221374511719,-87.70867919921875,181,29256,93,Logan Square Blue Line,1738,False,147,273984972,93 -502,,1,,16321,2026-02-03,2026-02-03 10:32:44.189315+00:00,Chicago
8045,20260203 04:34,41.7670783996582,-87.67359924316406,358,14118,94,Addison/Rockwell,3670,False,101,273996274,94 -606,,1,,16260,2026-02-03,2026-02-03 10:32:44.189315+00:00,Chicago
1425,20260203 04:34,41.81142880839686,-87.69429779052734,359,14118,94,Addison/Rockwell,33250,False,99,273996272,94 -603,,1,,14280,2026-02-03,2026-02-03 10:32:44.189315+00:00,Chicago
8027,20260203 04:34,41.90789044287897,-87.69700351838142,1,14118,94,Addison/Rockwell,71391,False,1,273996271,94 -601,,1,,13200,2026-02-03,2026-02-03 10:32:44.189315+00:00,Chicago
1420,20260203 04:34,41.94587833333333,-87.69406,0,14119,94,74th/Damen,0,False,95,273996357,94 -604,,1,,17400,2026-02-03,2026-02-03 10:32:44.189315+00:00,Chicago
1473,20260203 04:34,41.93600845336914,-87.6977310180664,178,14119,94,74th/Damen,5184,False,2,273996356,94 -602,,1,,16200,2026-02-03,2026-02-03 10:32:44.189315+00:00,Chicago
8444,20260203 04:34,41.72876893713119,-87.68238830566406,178,8147,95,92nd/Buffalo,5327,False,10003783,273988283,95 -101,,1,,16200,2026-02-03,2026-02-03 10:32:44.189315+00:00,Chicago
8404,20260203 04:34,41.72053658089987,-87.62055969238281,179,711,103,Pulaski,1920,False,1030303,273983756,103 -101,,1,,16200,2026-02-03,2026-02-03 10:32:44.189315+00:00,Chicago
8493,20260203 04:35,41.68619728088379,-87.66688537597656,24,6356,111,95th Red Line,6286,False,1029682,273994737,111 -101,,1,,16200,2026-02-03,2026-02-03 10:32:44.189315+00:00,Chicago
8888,20260203 04:34,41.690650939941406,-87.66616821289062,294,750,112,111th/Pulaski,1092,False,1031943,273983983,112 -102,,1,,16470,2026-02-03,2026-02-03 10:32:44.189315+00:00,Chicago
8482,20260203 04:34,41.69141387939453,-87.71101113252861,89,752,112,95th Red Line,2375,False,1031615,273983918,112 -101,,1,,16200,2026-02-03,2026-02-03 10:32:44.189315+00:00,Chicago
8885,20260203 04:34,41.68525793197307,-87.6228647434965,88,6358,115,95th Red Line,14633,False,1,273983072,115 -101,,1,,15870,2026-02-03,2026-02-03 10:32:44.189315+00:00,Chicago
1156,20260203 04:34,41.67799949645996,-87.62284851074219,88,755,119,95th Red Line,10215,False,125987,273994467,34 -102,,1,,15900,2026-02-03,2026-02-03 10:32:44.189315+00:00,Chicago
1140,20260203 04:34,41.71998977661133,-87.62055358886718,175,757,119,Western,2206,False,126071,273994562,34 -101,,1,,16200,2026-02-03,2026-02-03 10:32:44.189315+00:00,Chicago
4200,20260203 04:35,41.986915588378906,-87.6552963256836,355,839,147,Howard Station,3610,False,1063871,273985112,147 -502,,1,,15900,2026-02-03,2026-02-03 10:32:44.189315+00:00,Chicago
4360,20260203 04:35,42.01781,-87.67311666666667,3,4526,147,Congress Plaza,0,False,1063753,273985119,146 -501,,1,,17100,2026-02-03,2026-02-03 10:32:44.189315+00:00,Chicago
4336,20260203 04:35,42.01227315266927,-87.66318766276042,161,4526,147,Congress Plaza,5490,False,1063752,273985118,147 -501,,1,,16200,2026-02-03,2026-02-03 10:32:44.189315+00:00,Chicago
4350,20260203 04:35,41.95845182014234,-87.65464875192353,179,8102,151,Union Station,19235,False,88359263,273999532,22 -507,,1,,15570,2026-02-03,2026-02-03 10:32:44.189315+00:00,Chicago
8755,20260203 04:34,41.913521992076525,-87.63172149658203,155,8102,151,Union Station,39245,False,1,273999528,22 -506,,1,,14400,2026-02-03,2026-02-03 10:32:44.189315+00:00,Chicago
1594,20260203 04:35,41.94619317956873,-87.74653089368665,269,903,152,Cumberland,9119,False,88347393,273982967,152 -401,,1,,16140,2026-02-03,2026-02-03 10:32:44.189315+00:00,Chicago
7983,20260203 04:35,41.94629669189453,-87.72985574473505,88,1938,152,Lake Shore,9889,False,88347396,273982856,77 -406,,1,,16020,2026-02-03,2026-02-03 10:32:44.189315+00:00,Chicago
4301,20260203 04:35,41.76371554110913,-87.64437866210938,356,7006,169,69th Red Line,81653,False,10,273994173,169 -153,,1,,99600,2026-02-02,2026-02-03 10:32:44.189315+00:00,Chicago
