subject,city,avg_sunday_holiday_rides,month_beginning,routename,monthtotal,avg_weekday_rides,avg_saturday_rides,route
https://data.cityofchicago.org/resource/bynn-gwxy/row-4fhq~b2uk-r6hy,Chicago,8537.9,2001-01-01,State,451955,16328.2,12511.5,29
https://data.cityofchicago.org/resource/bynn-gwxy/row-jg8k_kdsf.7p5x,Chicago,2227.2,2001-04-01,Pullman/111th/115th,151193,5973.0,3655.8,111
https://data.cityofchicago.org/resource/bynn-gwxy/row-t339.wu48.fxnm,Chicago,3353.7,2001-02-01,Inner Drive/Michigan Express,220082,9206.2,5636.2,146
https://data.cityofchicago.org/resource/bynn-gwxy/row-i9ma-3t8d-e5f2,Chicago,1336.2,2001-01-01,South Halsted,89030,3196.5,3006.6,8A
https://data.cityofchicago.org/resource/bynn-gwxy/row-g462-7tvs-epi5,Chicago,5632.1,2001-02-01,Kedzie/California,303947,12412.4,8292.8,52
https://data.cityofchicago.org/resource/bynn-gwxy/row-gaij.ghrr~fenc,Chicago,3888.0,2001-02-01,Devon,182199,7303.0,5146.8,155
https://data.cityofchicago.org/resource/bynn-gwxy/row-6a8j~k2wm.yv5s,Chicago,2758.7,2001-04-01,South California,258577,10711.3,4961.7,94
https://data.cityofchicago.org/resource/bynn-gwxy/row-sskg.8f5q_kubz,Chicago,0.0,2001-02-01,North Cicero/Skokie Blvd.,27474,1373.7,0.0,54A
https://data.cityofchicago.org/resource/bynn-gwxy/row-f9zn~vwx6_karj,Chicago,965.9,2001-02-01,Vincennes/111th,89438,4003.7,1374.8,112
https://data.cityofchicago.org/resource/bynn-gwxy/row-ewf8~wzev_5f42,Chicago,3274.2,2001-01-01,Montrose,235297,8891.8,5826.3,78
https://data.cityofchicago.org/resource/bynn-gwxy/row-p77w-enxd.fyus,Chicago,11882.2,2001-03-01,63rd,636114,22720.8,17745.8,63
https://data.cityofchicago.org/resource/bynn-gwxy/row-xnv6.ivqj-88sz,Chicago,0.0,2001-01-01,Jeffery Express,186655,8484.3,0.0,14
https://data.cityofchicago.org/resource/bynn-gwxy/row-756z-vwqh_cwqa,Chicago,0.0,2001-01-01,69th-UPS Express,19704,885.9,53.7,169
https://data.cityofchicago.org/resource/bynn-gwxy/row-dhtx.mj9r-dr88,Chicago,2091.2,2001-03-01,North Western,138538,5150.2,3373.9,49B
https://data.cityofchicago.org/resource/bynn-gwxy/row-xd5d.atw9.59di,Chicago,0.0,2001-02-01,Archer/Harlem,31155,1447.2,552.9,62H
https://data.cityofchicago.org/resource/bynn-gwxy/row-yzhj_ifnc_uxmq,Chicago,511.2,2001-03-01,Cermak Express,7915,0.0,1174.0,X21
https://data.cityofchicago.org/resource/bynn-gwxy/row-hxku.hd4k~fg3s,Chicago,8979.5,2001-03-01,King Drive,617646,23081.6,14786.6,3
https://data.cityofchicago.org/resource/bynn-gwxy/row-6dvv.7f56_9ez5,Chicago,0.0,2001-04-01,Western Express,111517,5310.4,0.0,X49
https://data.cityofchicago.org/resource/bynn-gwxy/row-kwzh-wg6z-yhu7,Chicago,5978.7,2001-02-01,Stony Island,320893,12843.1,10029.1,28
https://data.cityofchicago.org/resource/bynn-gwxy/row-y6f4.c9t4~hfsb,Chicago,0.0,2001-03-01,Illinois Center/Union Express,16518,750.8,0.0,123
https://data.cityofchicago.org/resource/bynn-gwxy/row-i6jp~7swp-q4dg,Chicago,0.0,2001-01-01,Illinois Center/Union Express,19495,886.2,0.0,123
https://data.cityofchicago.org/resource/bynn-gwxy/row-r2my~57qj-4kdb,Chicago,0.0,2001-01-01,South Damen,24654,1120.6,0.0,48
https://data.cityofchicago.org/resource/bynn-gwxy/row-5ywf_xw78~h7d8,Chicago,0.0,2001-03-01,Archer/Harlem,35528,1454.0,708.1,62H
https://data.cityofchicago.org/resource/bynn-gwxy/row-yfvz.vd5g-rgr5,Chicago,6018.0,2001-03-01,Stony Island,365786,13173.1,10381.4,28
https://data.cityofchicago.org/resource/bynn-gwxy/row-kbfb_68r2~7ww6,Chicago,3175.5,2001-04-01,93rd-95th,154050,5712.1,4554.7,95E
https://data.cityofchicago.org/resource/bynn-gwxy/row-dpxc.qr5c.scwc,Chicago,8496.7,2001-03-01,Madison,601687,22559.6,14278.0,20
https://data.cityofchicago.org/resource/bynn-gwxy/row-rpw6.77ke.uc79,Chicago,922.7,2001-03-01,Vincennes/111th,100654,4067.3,1496.5,112
https://data.cityofchicago.org/resource/bynn-gwxy/row-xzxt-ndvd~axvs,Chicago,2606.7,2001-03-01,Foster,206363,7906.6,4398.3,92
https://data.cityofchicago.org/resource/bynn-gwxy/row-u7ux_7ec2-rt4d,Chicago,8920.7,2001-02-01,Belmont,502001,20885.2,12153.8,77
https://data.cityofchicago.org/resource/bynn-gwxy/row-vh8x~38n4-8tss,Chicago,5112.6,2001-01-01,Kedzie/California,313490,11592.4,8223.9,52
https://data.cityofchicago.org/resource/bynn-gwxy/row-wmqz~uz6r~q6e5,Chicago,0.0,2001-04-01,Hyde Park Express,16993,809.2,0.0,2
https://data.cityofchicago.org/resource/bynn-gwxy/row-38mv_wpr5-dqe7,Chicago,6194.3,2001-04-01,Irving Park,333407,12655.2,9169.1,80
https://data.cityofchicago.org/resource/bynn-gwxy/row-rgwk~5gb8~jsxn,Chicago,2287.1,2001-01-01,Addison,265503,10738.1,4457.2,152
https://data.cityofchicago.org/resource/bynn-gwxy/row-utau_xvge.b69n,Chicago,0.0,2001-03-01,North Central,19209,853.5,86.5,85A
https://data.cityofchicago.org/resource/bynn-gwxy/row-bdu6~9yfe.qbqw,Chicago,8143.2,2001-03-01,Lawrence,431828,15298.6,12536.9,81
https://data.cityofchicago.org/resource/bynn-gwxy/row-2426.47qc~6962,Chicago,0.0,2001-01-01,Archer/Harlem,33189,1392.2,640.0,62H
https://data.cityofchicago.org/resource/bynn-gwxy/row-r723-x4zx~z9hm,Chicago,0.0,2001-03-01,Foster-Canfield,5912,268.7,0.0,64
https://data.cityofchicago.org/resource/bynn-gwxy/row-vg88.jzp3_ajm5,Chicago,9369.9,2001-02-01,Pulaski,537359,22111.6,14411.7,53
https://data.cityofchicago.org/resource/bynn-gwxy/row-pybk.khi5_2y9c,Chicago,3809.4,2001-02-01,South Michigan,203824,8251.8,5887.7,34
https://data.cityofchicago.org/resource/bynn-gwxy/row-6ef7~scmr~ayye,Chicago,0.0,2001-01-01,Union/Wacker Express,26633,1210.6,0.0,121
https://data.cityofchicago.org/resource/bynn-gwxy/row-68ry~95hp_6fei,Chicago,341.8,2001-02-01,Central/Ridge,29896,1314.6,559.2,201
https://data.cityofchicago.org/resource/bynn-gwxy/row-3ym6-5msj.zcbv,Chicago,0.0,2001-02-01,Dodge,31565,1578.3,0.0,204
https://data.cityofchicago.org/resource/bynn-gwxy/row-4ath~s4y6-xp8e,Chicago,3106.5,2001-03-01,South California,277684,10912.0,5038.8,94
https://data.cityofchicago.org/resource/bynn-gwxy/row-bszv~ysju_p7t3,Chicago,0.0,2001-01-01,California/Dodge,53246,2228.0,1057.5,93
https://data.cityofchicago.org/resource/bynn-gwxy/row-7tjn_p85b_yyrr,Chicago,0.0,2001-04-01,Illinois Center/Ogilvie Express,21488,1023.2,0.0,122
https://data.cityofchicago.org/resource/bynn-gwxy/row-yetf-npx6.g7k3,Chicago,9374.7,2001-04-01,Belmont,527712,20291.7,13678.0,77
https://data.cityofchicago.org/resource/bynn-gwxy/row-7fiv.4vya~5uic,Chicago,1364.8,2001-04-01,Skokie,94029,3687.8,2440.6,97
https://data.cityofchicago.org/resource/bynn-gwxy/row-7xr5.97m9.c7b4,Chicago,3117.4,2001-01-01,Inner Drive/Michigan Express,242849,9355.1,5362.4,146
https://data.cityofchicago.org/resource/bynn-gwxy/row-hhg4.723t~3q2r,Chicago,5125.9,2001-02-01,Roosevelt,267751,11000.4,6809.7,12
https://data.cityofchicago.org/resource/bynn-gwxy/row-4cdt_guvz~wdkr,Chicago,16940.5,2001-04-01,79th,845259,31499.9,24764.6,79
https://data.cityofchicago.org/resource/bynn-gwxy/row-5fgg-tjsb~rsji,Chicago,1831.2,2001-01-01,Wilson/Michigan Express,203232,8074.3,4110.5,145
https://data.cityofchicago.org/resource/bynn-gwxy/row-x5z2~qvj9.h9wh,Chicago,0.0,2001-02-01,Foster-Canfield,5986,299.3,0.0,64
https://data.cityofchicago.org/resource/bynn-gwxy/row-mxr3.2ztw_74iv,Chicago,0.0,2001-02-01,South Western,8882,444.1,0.0,49A
https://data.cityofchicago.org/resource/bynn-gwxy/row-vv2e.9uvt-bhf5,Chicago,1560.6,2001-02-01,Wallace-Racine,154768,6877.6,2743.4,44
https://data.cityofchicago.org/resource/bynn-gwxy/row-9cvh~pfb3-w4fa,Chicago,3860.6,2001-03-01,Inner Drive/Michigan Express,263590,9819.9,6422.2,146
https://data.cityofchicago.org/resource/bynn-gwxy/row-m7za.sts2~ghph,Chicago,257.5,2001-02-01,Northwest Highway,38803,1758.8,649.5,68
https://data.cityofchicago.org/resource/bynn-gwxy/row-e4ax-icua~ri55,Chicago,0.0,2001-02-01,Westchester,10638,531.9,0.0,17
https://data.cityofchicago.org/resource/bynn-gwxy/row-5e2k_7fxn-y2u4,Chicago,0.0,2001-02-01,Union/Wacker Express,26900,1345.0,0.0,121
https://data.cityofchicago.org/resource/bynn-gwxy/row-ugb7~t3pn.8jw7,Chicago,2997.4,2001-04-01,Damen,221429,8866.3,5062.4,50
https://data.cityofchicago.org/resource/bynn-gwxy/row-kxai_rmta.sewq,Chicago,9279.6,2001-02-01,Halsted,502067,20741.7,12528.9,8
https://data.cityofchicago.org/resource/bynn-gwxy/row-nts2.cdeu~4iqx,Chicago,0.0,2001-02-01,Wentworth,88063,4403.2,0.0,24
https://data.cityofchicago.org/resource/bynn-gwxy/row-jepk-s497_mvjw,Chicago,3555.3,2001-01-01,Devon,198930,7283.4,5229.9,155
https://data.cityofchicago.org/resource/bynn-gwxy/row-tbg8_hmqh.utja,Chicago,12396.5,2001-02-01,Western,614464,24342.7,19506.1,49
https://data.cityofchicago.org/resource/bynn-gwxy/row-xsqg~sgj3.vzmt,Chicago,5705.8,2001-03-01,Diversey,380431,14294.0,8627.8,76
https://data.cityofchicago.org/resource/bynn-gwxy/row-3t5s.e5eu-pnr9,Chicago,2365.4,2001-04-01,North Western,134195,5123.2,3695.2,49B
https://data.cityofchicago.org/resource/bynn-gwxy/row-fq9n~xcuj.isx5,Chicago,0.0,2001-03-01,LaSalle,207273,9421.5,0.0,156
https://data.cityofchicago.org/resource/bynn-gwxy/row-2xac-c4fs.cq4w,Chicago,2072.9,2001-03-01,Wilson/Michigan Express,220934,8718.2,4168.7,145
https://data.cityofchicago.org/resource/bynn-gwxy/row-4gb2_detk-igfe,Chicago,2589.8,2001-02-01,South Cicero,123486,4818.1,4191.1,54B
https://data.cityofchicago.org/resource/bynn-gwxy/row-jskk.9kjb~xkkv,Chicago,5650.0,2001-03-01,87th,453521,17093.7,10971.7,87
https://data.cityofchicago.org/resource/bynn-gwxy/row-hyzr~d2nc_pr7v,Chicago,0.0,2001-03-01,Clarendon/LaSalle Express,62701,2850.0,0.0,135
https://data.cityofchicago.org/resource/bynn-gwxy/row-gs5a~ha64.8tmt,Chicago,5484.3,2001-02-01,Diversey,324993,13775.4,6886.9,76
https://data.cityofchicago.org/resource/bynn-gwxy/row-b4wv~tt4b.afin,Chicago,2381.5,2001-04-01,South Kedzie,165038,6568.3,3799.0,52A
https://data.cityofchicago.org/resource/bynn-gwxy/row-b9xm_s3se_6da4,Chicago,1503.4,2001-02-01,Harlem,95804,3967.0,2612.5,90
https://data.cityofchicago.org/resource/bynn-gwxy/row-dack-v4it.auk3,Chicago,7307.1,2001-03-01,Milwaukee,420547,15492.3,10097.6,56
https://data.cityofchicago.org/resource/bynn-gwxy/row-ush8.56tm_vy9k,Chicago,398.4,2001-01-01,East 103rd,55265,2317.8,570.3,106
https://data.cityofchicago.org/resource/bynn-gwxy/row-saqs_3pv5.5xz3,Chicago,0.0,2001-02-01,North Central,17802,879.8,51.8,85A
https://data.cityofchicago.org/resource/bynn-gwxy/row-ihyp~ykr8.f849,Chicago,6234.8,2001-03-01,Irving Park,340221,12315.9,8866.3,80
https://data.cityofchicago.org/resource/bynn-gwxy/row-tcue.t5r6_8mq8,Chicago,2384.8,2001-01-01,Austin,218421,8583.5,4415.0,91
https://data.cityofchicago.org/resource/bynn-gwxy/row-k4ke~a6dr~95zs,Chicago,1417.1,2001-01-01,South Pulaski,218700,9037.4,3198.0,53A
https://data.cityofchicago.org/resource/bynn-gwxy/row-qcsr~y3fu.j6n9,Chicago,372.9,2001-01-01,Museum of S & I,4115,0.0,562.6,10
https://data.cityofchicago.org/resource/bynn-gwxy/row-5e9y~hc56.6f7i,Chicago,8725.3,2001-01-01,King Drive,567413,21406.5,13210.7,3
https://data.cityofchicago.org/resource/bynn-gwxy/row-ug5k~tw43.d65f,Chicago,0.0,2001-03-01,Jeffery Manor Express,27636,1256.2,0.0,100
https://data.cityofchicago.org/resource/bynn-gwxy/row-zyxc.ni9p.nink,Chicago,0.0,2001-03-01,North Harlem,7604,309.9,157.2,90N
https://data.cityofchicago.org/resource/bynn-gwxy/row-jurn-yw29_gh6x,Chicago,9533.3,2001-04-01,King Drive,568992,21917.1,15266.7,3
https://data.cityofchicago.org/resource/bynn-gwxy/row-eqwy~geym-c8kc,Chicago,0.0,2001-01-01,Illinois Center/Ogilvie Express,24705,1122.9,0.0,122
https://data.cityofchicago.org/resource/bynn-gwxy/row-5eyj~b8v8~shjh,Chicago,2817.7,2001-02-01,Jackson,246048,10761.9,4884.7,126
https://data.cityofchicago.org/resource/bynn-gwxy/row-r7i7~dpzu.e3m4,Chicago,9466.2,2001-01-01,Pulaski,589242,21726.0,15984.4,53
https://data.cityofchicago.org/resource/bynn-gwxy/row-djmp~e4kq.v627,Chicago,0.0,2001-01-01,Cumberland/East River,8761,417.2,0.0,69
https://data.cityofchicago.org/resource/bynn-gwxy/row-g7ii~jj4x-iig9,Chicago,7558.0,2001-01-01,Lawrence,402803,14489.3,11561.8,81
https://data.cityofchicago.org/resource/bynn-gwxy/row-36wc.cjte.j3yf,Chicago,2556.7,2001-01-01,West 95th,144468,5162.6,4526.5,95W
https://data.cityofchicago.org/resource/bynn-gwxy/row-2w2m.nzji-8i3r,Chicago,0.0,2001-01-01,Indiana/Hyde Park,153617,6982.6,0.0,1
https://data.cityofchicago.org/resource/bynn-gwxy/row-wwhy~6hnz-dcud,Chicago,0.0,2001-03-01,Sheridan/LaSalle Express,42990,1954.1,0.0,136
https://data.cityofchicago.org/resource/bynn-gwxy/row-22ig_d786_hdg8,Chicago,0.0,2001-02-01,Clarendon/LaSalle Express,54070,2703.5,0.0,135
https://data.cityofchicago.org/resource/bynn-gwxy/row-cqnz-x6sy-npz6,Chicago,1721.4,2001-04-01,South Halsted,87040,3170.6,2962.7,8A
https://data.cityofchicago.org/resource/bynn-gwxy/row-jrtc-868m-9yjf,Chicago,5852.5,2001-03-01,Cermak,237571,7861.8,8240.3,21
https://data.cityofchicago.org/resource/bynn-gwxy/row-bv2e-n9zr~mxyy,Chicago,642.3,2001-01-01,16th/18th,49130,1923.8,898.5,18
https://data.cityofchicago.org/resource/bynn-gwxy/row-uqjj-b9du.jbni,Chicago,969.2,2001-02-01,Lincoln/Sedgwick,82644,3606.1,1661.2,11
https://data.cityofchicago.org/resource/bynn-gwxy/row-hnw4.dx8p~h7zc,Chicago,6174.4,2001-01-01,Milwaukee,381555,14274.6,9160.4,56
https://data.cityofchicago.org/resource/bynn-gwxy/row-nnuv_hrmc~27gd,Chicago,3854.5,2001-04-01,47th,222711,8463.6,6425.6,47
https://data.cityofchicago.org/resource/bynn-gwxy/row-c846.yxvj_79ke,Chicago,8280.8,2001-01-01,Halsted,521892,19582.2,12420.0,8
https://data.cityofchicago.org/resource/bynn-gwxy/row-ezzr~m8nm.4v5s,Chicago,487.6,2001-02-01,East 103rd,57661,2663.3,611.2,106
https://data.cityofchicago.org/resource/bynn-gwxy/row-xvza_f7we.zsvm,Chicago,17012.3,2001-03-01,79th,903294,31981.4,26330.6,79
https://data.cityofchicago.org/resource/bynn-gwxy/row-9jdv.p8dx_v7k7,Chicago,0.0,2001-03-01,69th-UPS Express,17163,767.5,55.8,169
https://data.cityofchicago.org/resource/bynn-gwxy/row-u8na~rsz2~cy9r,Chicago,282.5,2001-03-01,Central/Ridge,35445,1413.8,642.2,201
https://data.cityofchicago.org/resource/bynn-gwxy/row-iu9j_pr99_yq9q,Chicago,689.9,2001-04-01,Laramie,71205,2938.4,1512.5,57
https://data.cityofchicago.org/resource/bynn-gwxy/row-pnpj_hedv_fmgb,Chicago,0.0,2001-02-01,Halsted/95th,62094,3104.7,0.0,108
https://data.cityofchicago.org/resource/bynn-gwxy/row-fhk3_avku.ismu,Chicago,3525.7,2001-02-01,71st/South Shore,190393,7650.9,5818.3,71
https://data.cityofchicago.org/resource/bynn-gwxy/row-fmb9_j6r9-4mut,Chicago,358.1,2001-02-01,43rd,31879,1390.6,658.6,43
https://data.cityofchicago.org/resource/bynn-gwxy/row-uhds_xhzh~fmt3,Chicago,0.0,2001-02-01,West Loop/South Loop,16231,811.5,0.0,129
https://data.cityofchicago.org/resource/bynn-gwxy/row-di7m-jdkb-q3hs,Chicago,5549.4,2001-03-01,Kedzie/California,337442,12226.5,9252.4,52
https://data.cityofchicago.org/resource/bynn-gwxy/row-yuvg.pbty-mbqe,Chicago,0.0,2001-02-01,U. of Chicago/Midway,5758,287.9,0.0,170
https://data.cityofchicago.org/resource/bynn-gwxy/row-iedh-222x~xk2m,Chicago,12559.4,2001-02-01,63rd,580890,22932.3,18001.7,63
https://data.cityofchicago.org/resource/bynn-gwxy/row-tbvq_xpnf~9wkx,Chicago,0.0,2001-04-01,California/Dodge,48419,2120.8,970.5,93
https://data.cityofchicago.org/resource/bynn-gwxy/row-pxdd.wi5i.tuvc,Chicago,1954.1,2001-01-01,North Western,133958,5087.6,3065.0,49B
https://data.cityofchicago.org/resource/bynn-gwxy/row-q29c~3pkp~hc4j,Chicago,8070.9,2001-02-01,Chicago,511938,21441.0,12708.4,66
https://data.cityofchicago.org/resource/bynn-gwxy/row-e6vr_ciyz~etmz,Chicago,0.0,2001-04-01,Illinois Center/Union Express,16817,800.8,0.0,123
https://data.cityofchicago.org/resource/bynn-gwxy/row-fc34.iamc_a4ge,Chicago,0.0,2001-04-01,Jeffery Manor Express,23532,1120.6,0.0,100
https://data.cityofchicago.org/resource/bynn-gwxy/row-8gc6_ra66.ybui,Chicago,0.0,2001-03-01,Halsted/95th,70285,3194.8,0.0,108
https://data.cityofchicago.org/resource/bynn-gwxy/row-uu5p_b8d9-v7sk,Chicago,0.0,2001-02-01,West Cermak,4458,222.9,0.0,25
https://data.cityofchicago.org/resource/bynn-gwxy/row-f8zu.ehyp.pm2q,Chicago,11678.0,2001-03-01,Clark,622370,22534.9,15977.9,22
https://data.cityofchicago.org/resource/bynn-gwxy/row-bzmj.6qbw-uzpp,Chicago,444.0,2001-02-01,West Lawrence,35286,1505.2,851.7,81W
https://data.cityofchicago.org/resource/bynn-gwxy/row-wsg9~d7d2.nd5d,Chicago,0.0,2001-02-01,California/Dodge,48884,2249.3,974.8,93
https://data.cityofchicago.org/resource/bynn-gwxy/row-8mtb.8upx-3hy2,Chicago,1213.7,2001-02-01,Peterson,100176,4369.3,1983.8,84
https://data.cityofchicago.org/resource/bynn-gwxy/row-z888-sw9g-gax3,Chicago,1403.9,2001-03-01,Armitage,135270,5324.8,2501.6,73
https://data.cityofchicago.org/resource/bynn-gwxy/row-hea9~mnuk~zakg,Chicago,3558.3,2001-04-01,71st/South Shore,191162,7150.3,5803.4,71
https://data.cityofchicago.org/resource/bynn-gwxy/row-8uev-cc7d.neee,Chicago,11797.6,2001-02-01,Cottage Grove,595896,23907.9,17637.0,4
https://data.cityofchicago.org/resource/bynn-gwxy/row-q8pv~cax5.ht9a,Chicago,0.0,2001-01-01,North Milwaukee,11938,568.5,0.0,56A
https://data.cityofchicago.org/resource/bynn-gwxy/row-2h6r~atkx_nuha,Chicago,8478.8,2001-01-01,Chicago,557759,21001.5,13332.8,66
https://data.cityofchicago.org/resource/bynn-gwxy/row-vi9y~ah5f.3qdz,Chicago,0.0,2001-02-01,Madison/Roosevelt Circulator,4290,214.5,0.0,127
https://data.cityofchicago.org/resource/bynn-gwxy/row-ai73.sr2t_hjqd,Chicago,1662.5,2001-03-01,Wallace-Racine,176272,6994.1,3150.3,44
https://data.cityofchicago.org/resource/bynn-gwxy/row-8gpr_fzcp-3yt6,Chicago,2377.5,2001-01-01,South Cicero,134823,4775.5,4468.6,54B
https://data.cityofchicago.org/resource/bynn-gwxy/row-srg7_k6zm_vc3d,Chicago,3467.0,2001-01-01,South California,269786,10603.7,4792.6,94
https://data.cityofchicago.org/resource/bynn-gwxy/row-u6hf-kgwd.yy4z,Chicago,3046.4,2001-03-01,Jackson,282150,11114.2,5090.4,126
https://data.cityofchicago.org/resource/bynn-gwxy/row-e33x.imkk-3ech,Chicago,0.0,2001-03-01,Ogilvie/Wacker Express,18423,837.4,0.0,120
https://data.cityofchicago.org/resource/bynn-gwxy/row-5j2b-5h4t_399d,Chicago,0.0,2001-03-01,Outer Drive Express,244988,9739.4,6144.3,147
https://data.cityofchicago.org/resource/bynn-gwxy/row-5hr7_b3hy~g7jr,Chicago,2511.7,2001-04-01,South Cicero,137759,4991.5,5094.7,54B
https://data.cityofchicago.org/resource/bynn-gwxy/row-8at4.vey4.8maw,Chicago,169.4,2001-02-01,U. of Chicago/Lakeview Express,7703,252.5,493.9,173
https://data.cityofchicago.org/resource/bynn-gwxy/row-6tfq_y7er_qg3m,Chicago,0.0,2001-01-01,Western Express,112899,5131.8,0.0,X49
https://data.cityofchicago.org/resource/bynn-gwxy/row-5fyb-4aqy~rbmp,Chicago,437.3,2001-03-01,West Lawrence,40042,1507.6,1025.1,81W
https://data.cityofchicago.org/resource/bynn-gwxy/row-tfrh~zb5b.8inz,Chicago,0.0,2001-02-01,LaSalle,182247,9112.3,0.0,156
https://data.cityofchicago.org/resource/bynn-gwxy/row-ucny_xi4x.qx27,Chicago,0.0,2001-03-01,West Cermak,6040,274.5,0.0,25
https://data.cityofchicago.org/resource/bynn-gwxy/row-8uup.vjdx-kfky,Chicago,6819.6,2001-02-01,Blue Island/26th,345328,14023.4,9395.7,60
https://data.cityofchicago.org/resource/bynn-gwxy/row-6g3f-isjy.zb3x,Chicago,3102.1,2001-02-01,93rd-95th,147020,5773.6,4785.1,95E
https://data.cityofchicago.org/resource/bynn-gwxy/row-wq3b~m8wd.q9tu,Chicago,523.9,2001-01-01,Higgins,43101,1721.8,650.3,88
https://data.cityofchicago.org/resource/bynn-gwxy/row-36iq_dqhv~wmdt,Chicago,0.0,2001-02-01,Jeffery Express,180965,9048.2,0.0,14
https://data.cityofchicago.org/resource/bynn-gwxy/row-65wd_mv6z_x3kz,Chicago,2890.1,2001-01-01,Michigan/119th,147205,5171.2,4747.3,119
https://data.cityofchicago.org/resource/bynn-gwxy/row-knf7.srvz_6d7j,Chicago,2092.8,2001-03-01,51st,138600,4966.5,4193.2,51
https://data.cityofchicago.org/resource/bynn-gwxy/row-unn6_cr95~vy7f,Chicago,7056.8,2001-04-01,Fullerton,341681,12500.6,10971.2,74
https://data.cityofchicago.org/resource/bynn-gwxy/row-c4tt~syfg.mm7u,Chicago,869.5,2001-01-01,Lincoln/Sedgwick,86887,3448.7,1667.3,11
https://data.cityofchicago.org/resource/bynn-gwxy/row-3nff_rzzg_dts8,Chicago,7563.9,2001-02-01,Lawrence,377721,15145.2,11140.3,81
https://data.cityofchicago.org/resource/bynn-gwxy/row-umnx~br3a.5a52,Chicago,0.0,2001-03-01,Hyde Park Express,18964,862.0,0.0,2
https://data.cityofchicago.org/resource/bynn-gwxy/row-mruu.w25i.374h,Chicago,6853.7,2001-01-01,North,418889,15417.4,11359.3,72
https://data.cityofchicago.org/resource/bynn-gwxy/row-y3gm_g4q7.5qae,Chicago,1740.3,2001-04-01,South Pulaski,214091,9133.8,3395.1,53A
https://data.cityofchicago.org/resource/bynn-gwxy/row-s8mm.bcr5_pfqi,Chicago,0.0,2001-04-01,North Milwaukee,13816,657.9,0.0,56A
https://data.cityofchicago.org/resource/bynn-gwxy/row-ckv7-wnqi.huu4,Chicago,0.0,2001-03-01,South Western,9614,437.0,0.0,49A
https://data.cityofchicago.org/resource/bynn-gwxy/row-jdjh-9wrm~a4rq,Chicago,861.2,2001-02-01,South Chicago,93503,4110.7,1961.2,30
https://data.cityofchicago.org/resource/bynn-gwxy/row-9x9c~adsv_btc3,Chicago,0.0,2001-02-01,Hyde Park Express,19535,976.8,0.0,2
https://data.cityofchicago.org/resource/bynn-gwxy/row-extc~ar82~z6i3,Chicago,569.2,2001-03-01,Navy Pier,2860,0.0,860.9,124
https://data.cityofchicago.org/resource/bynn-gwxy/row-hcpx.q7na-zair,Chicago,0.0,2001-01-01,North Cicero/Skokie Blvd.,28188,1281.3,0.0,54A
https://data.cityofchicago.org/resource/bynn-gwxy/row-97xg~g5qv~3svp,Chicago,7180.5,2001-03-01,Jackson Park Express,512929,19086.8,12859.5,6
https://data.cityofchicago.org/resource/bynn-gwxy/row-q58z-uriu_q9zm,Chicago,704.2,2001-04-01,South Chicago,93261,3837.4,2288.4,30
https://data.cityofchicago.org/resource/bynn-gwxy/row-bu9d-beug~m96x,Chicago,1618.7,2001-03-01,Harlem,108971,3958.2,3083.3,90
https://data.cityofchicago.org/resource/bynn-gwxy/row-5hjv.6m2u_htkj,Chicago,0.0,2001-04-01,55th/Narragansett,21408,995.0,128.3,55N
https://data.cityofchicago.org/resource/bynn-gwxy/row-9wvd_uagr_pk3b,Chicago,1942.6,2001-02-01,35th,141693,6043.6,3262.6,35
https://data.cityofchicago.org/resource/bynn-gwxy/row-n44j~picv~96di,Chicago,11466.5,2001-01-01,63rd,605727,21814.1,17120.8,63
https://data.cityofchicago.org/resource/bynn-gwxy/row-ic9u~32fn~hw97,Chicago,7052.3,2001-02-01,Garfield,328710,13244.6,8902.1,55
https://data.cityofchicago.org/resource/bynn-gwxy/row-5zxz~v4bd~eu2c,Chicago,5991.4,2001-02-01,Cermak,212421,7910.0,7563.8,21
https://data.cityofchicago.org/resource/bynn-gwxy/row-esd5.jsu7-zbb7,Chicago,0.0,2001-02-01,Sheridan/LaSalle Express,39165,1958.3,0.0,136
https://data.cityofchicago.org/resource/bynn-gwxy/row-k758.sn86-amfk,Chicago,0.0,2001-02-01,Soldier Field Express,148,0.0,148.1,128
https://data.cityofchicago.org/resource/bynn-gwxy/row-f28b-dp5z-3y5m,Chicago,0.0,2001-02-01,Lunt,26640,1332.0,0.0,96
https://data.cityofchicago.org/resource/bynn-gwxy/row-kwpt.qg3g_7m7c,Chicago,0.0,2001-01-01,Jeffery Manor Express,25673,1167.0,0.0,100
https://data.cityofchicago.org/resource/bynn-gwxy/row-k2ak.nygq.8r7y,Chicago,9080.3,2001-03-01,Belmont,567184,20926.5,14095.9,77
https://data.cityofchicago.org/resource/bynn-gwxy/row-puwy-giam.ehs4,Chicago,1145.3,2001-04-01,Vincennes/111th,88667,3646.4,1591.6,112
https://data.cityofchicago.org/resource/bynn-gwxy/row-4qyu-vnqd.ssz5,Chicago,5398.4,2001-03-01,Roosevelt,309052,11387.9,7384.8,12
https://data.cityofchicago.org/resource/bynn-gwxy/row-6hwq.rvkq-3aw9,Chicago,9224.7,2001-02-01,Broadway,404463,15751.5,13133.7,36
https://data.cityofchicago.org/resource/bynn-gwxy/row-c2p6~arvd~xy85,Chicago,1564.6,2001-01-01,Wallace-Racine,162910,6559.2,2696.0,44
